procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1  71680 1507180   1832 845600    1   21  1087   297  582  677 14  5 81  1  0
 2  0  71680 1507180   1832 845600    0    0 17144     0 1755  660 21  2 74  2  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1299  433 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1226  235 25  0 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1336     0 1351  454 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1280    72 1260  269 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  3988   916 1453  496 25  1 73  1  0
 2  0  71680 1507180   1832 845600    0    0  1024     0 1324  386 25  1 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1280  404 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1024     0 1268  291 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1280    52 1245  298 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1024     0 1175  184 25  0 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1329  390 25  1 74  0  0
 7  0  71680 1507180   1832 845600    0    0  6136     0 1734 1167 29  3 69  0  0
 3  0  71680 1507180   1832 845600    0    0 14656   132 4542 4407 54  8 37  1  0
 3  0  71680 1507180   1832 845600    0    0  1308     0 4273  775 54  3 43  0  0
 4  0  71680 1507180   1832 845600    0    0  1644     0 5128 1195 55  3 42  0  0
 2  0  71680 1507180   1832 845600    0    0  1028  1240 2828 1782 35  2 64  0  0
 3  0  71680 1507180   1832 845600    0    0  7140   164 3752 2820 46  9 43  2  0
 2  0  71680 1507180   1832 845600    0    0  2880   336 2865 3287 42  6 53  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1279  380 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  1  71680 1507180   1832 845600    0    0  1304     0 1409  664 26  1 73  0  0
 2  0  71680 1507180   1832 845600    0    0 12312   188 2841 3134 36  4 59  1  0
 2  0  71680 1507180   1832 845600    0    0  1432     0 1300  506 26  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1420   552 1490  529 26  1 73  0  0
 2  0  71680 1507180   1832 845600    0    0  1024     0 1323  497 26  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1250  357 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1028     8 1200  201 25  1 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1257  307 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1024    72 1283  292 25  0 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1245  292 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1024   904 1435  356 25  0 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1412  2036 1404  493 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1024     0 1212  224 25  0 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1381  439 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1024     0 1215  244 25  0 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1254  303 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1312   576 1727  985 26  1 72  1  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1304  384 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1292   712 1263  265 25  0 75  0  0
 2  0  71680 1507180   1832 845600    0    0  1024     0 1243  307 25  1 74  0  0
 2  0  71680 1507180   1832 845600    0    0  1280     0 1177  183 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
