procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 152576 1417360   2520 815624    0   12  1094   355  436  298 22  2 76  1  0
 2  0 152576 1417360   2520 815624    0    0 16720     0 1906  880 22  3 74  2  0
 2  0 152576 1417360   2520 815624    0    0  1544     0 1413  397 25  1 74  0  0
 3  0 152576 1417360   2520 815624    0    0  1684   136 1706  755 29  2 69  0  0
 3  0 152576 1417360   2520 815624    0    0  1336     0 1606  430 29  1 71  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1408  460 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1108     0 1363  480 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280   316 1513  509 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1028   120 1514  699 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1348  424 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1265  320 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1344  436 25  1 74  0  0
 3  0 152576 1417360   2520 815624    0    0  1280     0 1347  309 25  0 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024   120 1401  485 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1271  320 26  0 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1347  441 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1236  270 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1300   188 1370  436 25  1 74  0  0
 5  0 152576 1417360   2520 815624    0    0  1296  1832 1322  342 25  0 74  0  0
 3  0 152576 1417360   2520 815624    0    0 23652    72 3188 2209 29  3 61  7  0
 2  0 152576 1417360   2520 815624   12    0  1052   200 1523  572 25  1 73  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 152576 1417360   2520 815624    0    0  1280     0 1508  513 27  1 72  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1256  270 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1431  589 25  1 74  0  0
 3  0 152576 1417360   2520 815624    0    0  4446     0 1565  574 25  2 72  1  0
 2  0 152576 1417360   2520 815624    0    0  1160   460 1458  617 25  1 73  1  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1341  424 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1410  387 25  0 75  0  0
 3  0 152576 1417360   2520 815624    0    0  1280     0 1553  622 26  1 73  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1330  369 26  0 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280    36 1374  464 25  1 74  0  0
 3  0 152576 1417360   2520 815624    0    0  2192  5084 2483  865 36  1 63  1  0
 2  0 152576 1417360   2520 815624    0    0  1024    12 1876  733 31  1 68  0  0
 2  0 152576 1417360   2520 815624    0    0  1684   144 1678  659 26  1 73  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1742  654 27  1 72  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1533  538 26  1 73  0  0
 2  0 152576 1417360   2520 815624    0    0 21568    20 2478 1016 29  2 68  2  0
 2  0 152576 1417360   2520 815624 1088    0  4104     0 1900 1149 27  1 71  2  0
 2  0 152576 1417360   2520 815624    0    0  1156   160 1529  625 26  1 73  0  0
 2  0 152576 1417360   2520 815624    0    0  1280  1832 1732  520 29  1 71  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1319  421 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280    16 1385  394 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 152576 1417360   2520 815624    0    0  1280   612 1453  470 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024   156 1372  394 25  0 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1402  467 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1366  354 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1261  370 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1333  360 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1424    36 1399  483 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0 10036   132 2331 1227 26  1 70  2  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1375  504 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1381  380 25  1 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1311  400 25  1 74  0  0
 2  0 152576 1417360   2520 815624   12    0  1172   436 1458  488 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     8 1322  393 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1356  377 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1364  461 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024   196 1301  332 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1280    40 1406  433 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1032  2152 1417  438 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1398  518 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1309  328 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024  3672 1331  459 25  0 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 152576 1417360   2520 815624    0    0  1280   160 1384  367 25  0 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024   160 1428  487 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1291  314 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1335  401 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280    12 1238  311 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1445  506 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280   224 1419  420 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024   100 1587  730 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1287  335 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1324  399 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1309  346 25  1 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024   332 1621  609 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1328  356 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1330  400 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1306  342 25  1 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1416  464 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280  1924 1383  405 25  0 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024   140 1410  520 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1380  414 25  0 75  0  0
 2  0 152576 1417360   2520 815624    0    0  1024    24 1291  373 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1284  2404 1342  412 25  0 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 152576 1417360   2520 815624    0    0  1024   320 1580  602 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280    64 1276  337 25  0 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1280     0 1326  451 25  1 74  0  0
 2  0 152576 1417360   2520 815624    0    0  1024     0 1422  410 25  1 74  0  0
