procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 136704 1420580   2396 812088    1   17  1309   469  473  400 19  3 77  1  0
 2  0 136704 1420580   2396 812088    0    0 22488     0 1741  661 22  2 74  2  0
 2  0 136704 1420580   2396 812088    0    0  7808     0 1321  323 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1277  260 25  0 74  0  0
 2  0 136704 1420580   2396 812088    0    0  8252     0 1447  492 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936    80 1270  233 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  6148  9056 1353  511 21  1 65 12  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1253  174 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1448  417 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7808     0 1291  222 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7040    52 1315  363 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1295  243 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1326  337 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1253  190 25  0 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7304   140 1694  621 29  1 70  0  0
 2  0 136704 1420580   2396 812088    0    0  7944     0 1527  477 29  1 70  0  0
 2  0 136704 1420580   2396 812088    0    0  7936    72 1395  393 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  8024     0 1400  438 25  2 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1436  395 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936    56 1339  246 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  8072     0 1361  343 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 136704 1420580   2396 812088    0    0  7808     0 1342  271 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1328  383 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1212  178 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  8236  1952 1500  488 25  1 74  1  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1287  203 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7424     0 1310  314 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  6672 12288 1208  263 23  1 70  7  0
 2  0 136704 1420580   2396 812088    0    0  7808     0 1358  374 25  1 74  0  0
 3  0 136704 1420580   2396 812088    0    0  7936   132 1241  186 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1373  339 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7808    32 1253  204 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7168   684 1453  432 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  6200 31772 1205  401 19  2 65 14  0
 2  0 136704 1420580   2396 812088    0    0  7552   164 1361  408 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7296   176 1297  202 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1306  312 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1211  162 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1320  316 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7168    28 1269  227 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7808     0 1405  394 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7808     0 1336  246 25  1 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 136704 1420580   2396 812088    0    0  7936     0 1480  432 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1309  259 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7040  1928 1471  434 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7940    72 1264  221 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7808     0 1375  390 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0 10644   100 1543  478 25  1 73  1  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1322  332 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1335  260 25  0 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1302  300 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     4 1273  223 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7808    72 1363  392 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1339  243 25  0 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1539  446 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7944     0 1363  271 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0 10192     0 1613  546 25  1 74  1  0
 2  0 136704 1420580   2396 812088    0    0  7296    40 1314  307 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0 11404     0 1705  724 25  1 72  1  0
 2  0 136704 1420580   2396 812088    0    0 10576     0 1849 1465 30  3 67  0  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1378  385 25  1 74  0  0
 4  0 136704 1420580   2396 812088    0    0 18124   128 2165 2086 32  3 64  1  0
 3  0 136704 1420580   2396 812088    0    0 21156   136 4541 4834 53 10 37  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 136704 1420580   2396 812088    0    0  7040   152 3509  837 52  3 45  0  0
 7  0 136704 1420580   2396 812088    0    0  6604 51840 6536 1520 56  5 35  3  0
 2  0 136704 1420580   2396 812088    0    0  7372     0 3131 2051 38  3 60  0  0
 3  0 136704 1420580   2396 812088    0    0  7184   324 3331 2407 44  7 48  0  0
 2  0 136704 1420580   2396 812088    0    0  7936    80 2505 2079 38  6 57  0  0
 2  0 136704 1420580   2396 812088    0    0  7040  8816 1576  492 25  1 74  1  0
 2  0 136704 1420580   2396 812088    0    0  7812   576 1321  247 26  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1365  405 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7040   272 1410  284 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1401  414 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936  3608 1269  223 25  0 73  1  0
 2  0 136704 1420580   2396 812088    0    0  7808   100 1402  412 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1299  232 25  1 75  0  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1424  442 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1343  326 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7936     0 1292  330 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7948   148 1270  229 25  0 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7808   104 1379  342 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  7040     0 1304  231 25  1 74  0  0
 3  0 136704 1420580   2396 812088    0    0  7936     0 1306  386 25  1 74  0  0
 2  0 136704 1420580   2396 812088    0    0  8072   184 1334  261 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 136704 1420580   2396 812088    0    0  7936     0 1391  362 25  1 74  0  0
