procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 961076 1984704   1896 609556    9   29  6158    86  582  885  7  8 76  9  0
 2  0 961076 1984704   1896 609556   12    0 17312     0 2017  981 22  3 74  2  0
 2  0 961076 1984704   1896 609556    0    0  1280     0 1309  322 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1588     0 1352  405 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1028     0 1172  187 25  1 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1416   108 1313  377 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1280   144 1364  311 25  1 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1353  404 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1280     0 1211  197 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1268  318 25  1 74  0  0
 2  1 961076 1984704   1896 609556    0    0 20952    88 3806 4684 44  9 46  2  0
 3  0 961076 1984704   1896 609556    0    0  1896     4 3630 1122 51  4 44  0  0
 6  0 961076 1984704   1896 609556    0    0 20252    28 4904  948 67  4 28  0  0
 2  0 961076 1984704   1896 609556    0    0  1212     0 5897 2139 53  4 43  0  0
 3  0 961076 1984704   1896 609556    0    0  1024     0 1704  338 30  2 68  0  0
 4  0 961076 1984704   1896 609556    0    0  1228   244 3834 2969 52  9 39  0  0
 2  0 961076 1984704   1896 609556    0    0  1024   136 1491 1901 26  2 72  0  0
 2  0 961076 1984704   1896 609556    0    0  1280     0 1261  339 25  0 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1147  214 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1280     0 1337  377 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1548   504 1376  315 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 961076 1984704   1896 609556    0    0  1024     0 1358  399 25  1 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1280     0 1180  214 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1445  545 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1280     0 1219  245 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1024    68 1266  325 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1280   312 1344  272 25  0 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1297  354 25  1 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1280     0 1171  180 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1280  322 25  1 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1304  1940 1303  313 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1028  9808 1557  681 25  1 66  8  0
 2  0 961076 1984704   1896 609556    0    0  1280     4 1206  259 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1288     0 1267  313 25  0 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1220  202 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1280   120 1354  401 25  1 74  0  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1258  280 25  0 75  0  0
 2  0 961076 1984704   1896 609556    0    0  1288 27144 1401  434 25  1 65  9  0
 2  0 961076 1984704   1896 609556    0    0  1024     0 1244  210 25  0 74  0  0
