procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 961844 2135188   1924 574592   10   30  6345    78  589  912  6  9 76  9  0
 2  0 961844 2135188   1924 574592    0    0 23280     0 1938  812 22  2 74  2  0
 2  0 961844 2135188   1924 574592    0    0  9344     0 1308  360 25  1 75  0  0
 2  0 961844 2135188   1924 574592    0    0  9652     0 1347  362 25  1 74  0  0
 2  0 961844 2135188   1924 574592    0    0  8580     0 5607  852 59  1 39  0  0
 2  0 961844 2135188   1924 574592    0    0  9344    72 1392  419 25  1 74  0  0
 2  0 961844 2135188   1924 574592    0    0  9472   224 1378  273 25  0 75  0  0
 2  0 961844 2135188   1924 574592    0    0  9344     0 1356  327 25  1 74  0  0
 2  0 961844 2135188   1924 574592    0    0  9344     0 1273  208 25  0 75  0  0
 2  0 961844 2135188   1924 574592    0    0  9344     0 1330  300 25  1 74  0  0
 2  0 961844 2135188   1924 574592    0    0  9472    36 1257  226 25  1 75  0  0
 2  0 961844 2135188   1924 574592    0    0  9364  1864 1486  476 25  1 74  0  0
