procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 961588 2173068   2356 573180   10   30  6303    83  587  905  6  9 76  9  0
 2  0 961588 2173068   2356 573180    0    0 23380     0 1904  790 23  1 74  2  0
 2  0 961588 2173068   2356 573180    0    0  8960     0 1475  456 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9528     0 1459  534 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1442  417 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9088    76 1477  422 25  0 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9216   872 1554  512 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9216     0 1315  284 25  0 75  0  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1394  408 25  1 75  0  0
 2  0 961588 2173068   2356 573180    0    0  8980     0 1496  400 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9216     0 1487  451 25  1 75  0  0
 2  0 961588 2173068   2356 573180    0    0  8960   428 1554  485 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1449  430 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9096     0 1408  371 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9128  1864 1614  548 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1377  302 25  0 75  0  0
 2  0 961588 2173068   2356 573180    0    0  9104 33036 1737  616 25  2 72  2  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1415  390 25  0 74  0  0
 2  0 961588 2173068   2356 573180    0    0  8960     0 1486  431 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9232     0 1368  318 25  1 75  0  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1615  561 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 961588 2173068   2356 573180    0    0  8844 37856 1614  494 25  1 71  3  0
 2  0 961588 2173068   2356 573180    0    0 19612     0 1794  676 25  1 71  3  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1387  351 25  0 75  0  0
 2  0 961588 2173068   2356 573180    0    0  9100    32 1495  506 26  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9152   492 1757 1039 25  1 73  1  0
 2  0 961588 2173068   2356 573180    0    0  9088   856 1735  573 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1397  337 25  1 75  0  0
 2  0 961588 2173068   2356 573180    0    0  9112     0 1427  417 25  1 74  0  0
 2  0 961588 2173068   2356 573180    0    0  9088     0 1377  344 25  0 75  0  0
 2  0 961588 2173068   2356 573180    0    0  9088    40 1460  434 25  1 74  0  0
