procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 623924 1561548   2652 786440   10   25   251   223  762  850 14  4 81  0  0
 3  0 623924 1561548   2652 786440    0    0 34132     0 1981  801 22  2 73  2  0
 2  0 623924 1561548   2652 786440    0    0 21664     0 1499  318 25  1 75  0  0
 2  0 623924 1561548   2652 786440    0    0 21560   244 1665  545 25  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21248     0 1517  287 25  0 75  0  0
 2  0 623924 1561548   2652 786440    0    0 21376     0 1512  374 25  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 14596 20536 1265  352 18  1 66 15  0
 2  0 623924 1561548   2652 786440    0    0 28244     0 1896  652 24  2 72  2  0
 2  0 623924 1561548   2652 786440    0    0 21252    96 1529  322 25  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21596  1812 1579  431 25  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21248     0 1477  288 24  1 75  0  0
 1  2 623924 1561548   2652 786440    0    0 18432  8840 1525  444 22  1 70  7  0
 1  2 623924 1561548   2652 786440    0    0  3112 60576  941  649  6  3 57 34  0
 1  1 623924 1561548   2652 786440    0    0  2616 36324  811  601  6  2 55 37  0
 1  2 623924 1561548   2652 786440    0    0  1952 12444 1140  769  4  1 50 45  0
 1  2 623924 1561548   2652 786440    0    0  2700 11452  826  451  8  1 49 41  0
 1  3 623924 1561548   2652 786440    0    0  3712  8608  926  536 10  2 40 49  0
 2  2 623924 1561548   2652 786440    0    0  4372 10492  802  483  9  1 37 53  0
 2  4 623924 1561548   2652 786440    0    0  2064 15980  931 1005  6  3 30 61  0
 2  0 623924 1561548   2652 786440    0    0 10512 62632 1763 1212 20  2 49 29  0
 2  0 623924 1561548   2652 786440    0    0 21120     0 1573  416 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 623924 1561548   2652 786440    0    0 21248   372 1703  479 25  2 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21248   280 1555  426 25  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21248   128 1471  323 24  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21248     0 1544  359 25  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21248     0 1522  323 25  1 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21248     0 1552  376 24  2 74  0  0
 2  0 623924 1561548   2652 786440    0    0 21272     0 1492  302 24  2 75  0  0
 2  0 623924 1561548   2652 786440    0    0 21404    76 1571  411 25  1 74  0  0
 2  3 623924 1561548   2652 786440    0    0 20756 20684 1613  359 24  1 72  3  0
 1  2 623924 1561548   2652 786440    0    0 20100  5304 1659  503 23  1 72  3  0
 2  0 623924 1561548   2652 786440    0    0 14344 15616 1199  322 18  1 66 15  0
 2  0 623924 1561548   2652 786440    0    0 14720 16412 1303  435 18  1 69 12  0
 3  0 623924 1561548   2652 786440    0    0 17664 16524 1424  366 21  1 69  8  0
 2  0 623924 1561548   2652 786440    0    0 16772 16596 1425  424 20  1 69 10  0
 1  2 623924 1561548   2652 786440    0    0  7692 38928  979  489 11  2 56 31  0
 1  2 623924 1561548   2652 786440    0    0  3508 61720 1186  909  8  4 48 41  0
