procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 622900 1497472   1796 830320   10   25   202   192  766  858 14  4 81  0  0
 2  0 622900 1497472   1796 830320    0    0 18688  1812 1789  770 22  2 73  3  0
 2  0 622900 1497472   1796 830320    0    0  2872     0 1316  421 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2256    20 2396  663 39  2 59  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1327  362 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048   212 1252  293 25  0 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2460   252 1503  530 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1377  457 25  0 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2300  4784 1795  754 30  1 69  1  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1535  347 29  0 71  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1411  493 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048  8568 1320  313 25  1 72  2  0
 2  0 622900 1497472   1796 830320    0    0  2184     0 1342  374 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2052 13184 1274  298 25  0 74  1  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1289  353 25  1 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2304     0 1284  300 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048 24788 1423  410 25  1 73  2  0
 2  0 622900 1497472   1796 830320    0    0  2048     4 1246  272 25  0 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2048    44 1298  382 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1272  282 25  1 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1346  406 25  1 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 622900 1497472   1796 830320    0    0  2048     0 1278  300 25  0 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1309  359 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2052  1904 1338  356 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048    96 1317  384 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1236  252 25  0 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1299  369 25  1 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2192   108 1380  339 25  0 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1362  401 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1253  277 25  0 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1400  464 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048    28 1313  318 25  1 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2048    60 1361  408 25  1 74  0  0
 4  0 622900 1497472   1796 830320    0    0  9184    80 2653 2824 34  6 60  1  0
 3  0 622900 1497472   1796 830320    0    0 15288     0 3993 3359 50  6 42  2  0
 6  0 622900 1497472   1796 830320    0    0  1932     0 4118  822 55  4 42  0  0
 2  0 622900 1497472   1796 830320    0    0  2256   532 5462 2413 52  4 44  1  0
 3  0 622900 1497472   1796 830320    0    0  2116    56 1854  496 30  3 68  0  0
 3  0 622900 1497472   1796 830320    0    0  1964   156 3899 3002 52  9 39  0  0
 5  3 622900 1497472   1796 830320    0    0  3596   100 1597 2060 27  1 72  0  0
 2  0 622900 1497472   1796 830320    0    0 30892     0 4237 6250 31  5 52 13  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1309  347 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 622900 1497472   1796 830320    0    0  2048   856 1509  524 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048   144 1382  376 25  0 75  0  0
 2  0 622900 1497472   1796 830320    0    0  2052  1220 1477  467 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2056     0 1300  355 25  0 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1288  354 25  1 74  0  0
 2  0 622900 1497472   1796 830320  124    0  2240 62728 1566  610 25  2 65  8  0
 2  0 622900 1497472   1796 830320    0    0  2048     0 1348  381 25  1 74  0  0
 2  0 622900 1497472   1796 830320    0    0  2048   160 1231  283 25  1 74  0  0
